+   1 | INSERTED | VALID LINE |    0R    1W
+ 519 | INSERTED | VALID LINE |    5R    2W
+ 520 | INSERTED | VALID LINE |    6R    5W
+ 521 | INSERTED | VALID LINE |   12R    9W
+ 522 | INSERTED | VALID LINE |    9R    5W
+ 523 | INSERTED | VALID LINE |   10R    7W
+ 524 | INSERTED | MISSING: BIRTH_CITY |    5R    2W
+ 525 | INSERTED | VALID LINE |    7R    4W
+ 526 | INSERTED | VALID LINE |    5R    1W
+ 527 | INSERTED | VALID LINE |   10R    7W
+ 528 | INSERTED | MISSING: BIRTH_CITY |    5R    3W
+ 529 | INSERTED | VALID LINE |   12R    9W
+ 530 | INSERTED | VALID LINE |    6R    5W
+ 531 | INSERTED | VALID LINE |   10R    6W
+ 532 | INSERTED | VALID LINE |   10R    7W
+ 533 | INSERTED | VALID LINE |   10R    8W
+ 534 | INSERTED | VALID LINE |   10R    7W
+ 535 | INSERTED | VALID LINE |    5R    1W
+ 536 | INSERTED | VALID LINE |    5R    1W
+ 537 | INSERTED | VALID LINE |    5R    1W
+ 538 | INSERTED | MISSING: BIRTH_DATE |   10R    6W
+ 539 | INSERTED | VALID LINE |    5R    2W
+ 540 | INSERTED | VALID LINE |   10R    8W
+ 541 | INSERTED | VALID LINE |   10R    9W
+ 542 | INSERTED | VALID LINE |   11R    9W
+ 543 | INSERTED | VALID LINE |   11R    7W
+ 544 | INSERTED | VALID LINE |    5R    2W
+ 545 | INSERTED | VALID LINE |   13R   10W
+ 546 | INSERTED | VALID LINE |    7R    6W
+ 547 | INSERTED | VALID LINE |   11R    9W
+ 548 | INSERTED | VALID LINE |   13R   10W
+ 549 | INSERTED | VALID LINE |    8R    4W
+ 550 | INSERTED | VALID LINE |   11R    9W
+ 551 | INSERTED | VALID LINE |    8R    4W
+ 552 | INSERTED | VALID LINE |   13R   10W
+ 553 | INSERTED | VALID LINE |   13R   10W
+ 554 | INSERTED | VALID LINE |   11R    7W
+ 555 | INSERTED | MISSING: BIRTH_DATE |   11R    8W
+ 556 | INSERTED | MISSING: FIRST_NAME |    5R    3W
+ 557 | INSERTED | VALID LINE |   11R    9W
+ 558 | INSERTED | VALID LINE |   13R   10W
+ 559 | INSERTED | VALID LINE |    8R    5W
+ 560 | INSERTED | VALID LINE |    5R    3W
+ 561 | INSERTED | VALID LINE |    8R    4W
+ 562 | INSERTED | VALID LINE |    5R    3W
+ 563 | INSERTED | VALID LINE |    7R    6W
+ 564 | INSERTED | VALID LINE |   11R    8W
+ 565 | INSERTED | VALID LINE |    8R    5W
+ 566 | INSERTED | VALID LINE |   11R    9W
+ 567 | INSERTED | VALID LINE |   11R    9W
+ 568 | INSERTED | MISSING: BIRTH_CITY |   11R    8W
+ 569 | INSERTED | VALID LINE |    8R    4W
+ 570 | INSERTED | MISSING: BIRTH_DATE |   11R    9W
+ 571 | INSERTED | VALID LINE |    8R    5W
+ 572 | INSERTED | VALID LINE |    8R    4W
+ 573 | INSERTED | VALID LINE |    5R    2W
+ 574 | INSERTED | VALID LINE |    5R    2W
+ 575 | INSERTED | VALID LINE |   13R   10W
+ 576 | INSERTED | VALID LINE |    5R    2W
+ 577 | INSERTED | VALID LINE |   11R    9W
+ 578 | INSERTED | VALID LINE |   11R    8W
+ 579 | INSERTED | VALID LINE |    7R    6W
+ 580 | INSERTED | VALID LINE |    5R    3W
+ 581 | INSERTED | VALID LINE |   11R    9W
+ 582 | INSERTED | VALID LINE |    5R    2W
+ 583 | INSERTED | VALID LINE |   11R    9W
+ 584 | INSERTED | VALID LINE |    5R    3W
+ 585 | INSERTED | VALID LINE |   11R    9W
+ 586 | INSERTED | VALID LINE |    8R    5W
+ 587 | INSERTED | MISSING: LAST_NAME |    5R    1W
+ 588 | INSERTED | VALID LINE |    5R    2W
+ 589 | INSERTED | MISSING: FIRST_NAME |   11R    8W
+ 590 | INSERTED | VALID LINE |    5R    2W
+ 591 | INSERTED | MISSING: FIRST_NAME |    5R    3W
+ 592 | INSERTED | VALID LINE |   11R    9W
+ 593 | INSERTED | VALID LINE |    8R    5W
+ 594 | INSERTED | VALID LINE |   13R   10W
+ 595 | INSERTED | VALID LINE |    5R    1W
+ 596 | INSERTED | VALID LINE |    8R    5W
+ 597 | INSERTED | VALID LINE |    5R    2W
+ 598 | INSERTED | VALID LINE |    5R    2W
+ 599 | INSERTED | VALID LINE |    7R    6W
+ 600 | INSERTED | VALID LINE |    7R    6W
+ 601 | INSERTED | VALID LINE |   11R   10W
+ 602 | INSERTED | VALID LINE |    8R    4W
+ 603 | INSERTED | VALID LINE |   14R   10W
+ 604 | INSERTED | VALID LINE |   11R    8W
+ 605 | INSERTED | VALID LINE |   11R    9W
+ 606 | INSERTED | VALID LINE |   14R   11W
+ 607 | INSERTED | MISSING: BIRTH_DATE |   11R    7W
+ 608 | INSERTED | VALID LINE |    5R    2W
+ 609 | INSERTED | VALID LINE |    5R    2W
+ 610 | INSERTED | VALID LINE |   14R   11W
+ 611 | INSERTED | VALID LINE |    5R    2W
+ 612 | INSERTED | VALID LINE |   11R    8W
+ 613 | INSERTED | VALID LINE |    7R    6W
+ 614 | INSERTED | VALID LINE |   11R    8W
+ 615 | INSERTED | VALID LINE |   11R    9W
+ 616 | INSERTED | VALID LINE |    8R    4W
+ 617 | INSERTED | MISSING: BIRTH_CITY |    8R    4W
+ 618 | INSERTED | VALID LINE |    7R    6W
+ 619 | INSERTED | VALID LINE |   11R    7W
+ 620 | INSERTED | VALID LINE |    8R    4W
+ 621 | INSERTED | VALID LINE |   14R   10W
+ 622 | INSERTED | VALID LINE |   11R    7W
+ 623 | INSERTED | VALID LINE |    7R    6W
+ 624 | INSERTED | VALID LINE |    8R    5W
+ 625 | INSERTED | VALID LINE |    7R    6W
+ 626 | INSERTED | VALID LINE |   14R   11W
+ 627 | INSERTED | VALID LINE |   11R    7W
+ 628 | INSERTED | VALID LINE |    5R    3W
+ 629 | INSERTED | VALID LINE |    5R    2W
+ 630 | INSERTED | VALID LINE |    8R    5W
+ 631 | INSERTED | VALID LINE |   14R   11W
+ 632 | INSERTED | VALID LINE |   11R    7W
+ 633 | INSERTED | VALID LINE |    5R    2W
+ 634 | INSERTED | VALID LINE |   11R    9W
+ 635 | INSERTED | MISSING: BIRTH_DATE |   11R    8W
+ 636 | INSERTED | MISSING: BIRTH_CITY |   11R    7W
+ 637 | INSERTED | MISSING: BIRTH_DATE |   14R   11W
+ 638 | INSERTED | VALID LINE |    5R    3W
+ 639 | INSERTED | VALID LINE |   11R    8W
+ 640 | INSERTED | VALID LINE |   11R    7W
+ 641 | INSERTED | VALID LINE |    8R    4W
+ 642 | INSERTED | VALID LINE |   11R    7W
+ 643 | INSERTED | MISSING: BIRTH_CITY |   11R    9W
+ 644 | INSERTED | MISSING: FIRST_NAME |   14R   10W
+ 645 | INSERTED | VALID LINE |    8R    5W
+ 646 | INSERTED | VALID LINE |    8R    5W
+ 647 | INSERTED | VALID LINE |   11R    8W
+ 648 | INSERTED | VALID LINE |    5R    1W
+ 649 | INSERTED | VALID LINE |   11R    7W
+ 650 | INSERTED | VALID LINE |    8R    4W
+ 651 | INSERTED | VALID LINE |    5R    3W
+ 652 | INSERTED | VALID LINE |    5R    1W
+ 653 | INSERTED | VALID LINE |   11R    9W
+ 654 | INSERTED | VALID LINE |    8R    5W
+ 655 | INSERTED | VALID LINE |   11R    8W
+ 656 | INSERTED | VALID LINE |    5R    3W
+ 657 | INSERTED | VALID LINE |    7R    6W
+ 658 | INSERTED | MISSING: FIRST_NAME |    5R    1W
+ 659 | INSERTED | VALID LINE |    5R    2W
+ 660 | INSERTED | VALID LINE |   14R   10W
+ 661 | INSERTED | VALID LINE |    5R    3W
+ 662 | INSERTED | MISSING: BIRTH_CITY |    6R    4W
+ 663 | INSERTED | VALID LINE |    7R    3W
+ 664 | INSERTED | VALID LINE |   12R   10W
+ 665 | INSERTED | VALID LINE |    9R    6W
+ 666 | INSERTED | MISSING: FIRST_NAME |    9R    6W
+ 667 | INSERTED | MISSING: BIRTH_DATE |    8R    3W
+ 668 | INSERTED | MISSING: FIRST_NAME |    5R    2W
+ 669 | INSERTED | VALID LINE |   15R   12W
+ 670 | INSERTED | VALID LINE |   12R    9W
+ 671 | INSERTED | VALID LINE |    9R    6W
+ 672 | INSERTED | VALID LINE |   12R    9W
+ 673 | INSERTED | VALID LINE |    9R    5W
+ 674 | INSERTED | VALID LINE |    5R    2W
+ 675 | INSERTED | VALID LINE |    7R    3W
+ 676 | INSERTED | VALID LINE |    7R    3W
+ 677 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   12R    9W
+ 678 | INSERTED | VALID LINE |    6R    4W
+ 679 | INSERTED | MISSING: FIRST_NAME |   12R   10W
+ 680 | INSERTED | VALID LINE |   12R    8W
+ 681 | INSERTED | VALID LINE |    7R    3W
+ 682 | INSERTED | VALID LINE |   15R   12W
+ 683 | INSERTED | VALID LINE |   12R    8W
+ 684 | INSERTED | MISSING: BIRTH_CITY |    6R    4W
+ 685 | INSERTED | VALID LINE |   15R   11W
+ 686 | INSERTED | VALID LINE |    8R    7W
+ 687 | INSERTED | MISSING: FIRST_NAME |   12R    8W
+ 688 | INSERTED | VALID LINE |   15R   11W
+ 689 | INSERTED | VALID LINE |   12R   10W
+ 690 | INSERTED | VALID LINE |   15R   12W
+ 691 | INSERTED | VALID LINE |    9R    5W
+ 692 | INSERTED | VALID LINE |    6R    4W
+ 693 | INSERTED | MISSING: LAST_NAME |    9R    6W
+ 694 | INSERTED | VALID LINE |    9R    5W
+ 695 | INSERTED | VALID LINE |    9R    6W
+ 696 | INSERTED | VALID LINE |    9R    5W
+ 697 | INSERTED | VALID LINE |   15R   11W
+ 698 | INSERTED | VALID LINE |    9R    5W
+ 699 | INSERTED | MISSING: FIRST_NAME |    6R    4W
+ 700 | INSERTED | VALID LINE |   12R    8W
+ 701 | INSERTED | VALID LINE |    7R    3W
+ 702 | INSERTED | MISSING: BIRTH_CITY |   15R   11W
+ 703 | INSERTED | VALID LINE |    5R    2W
+ 704 | INSERTED | VALID LINE |   15R   12W
+ 705 | INSERTED | VALID LINE |    6R    4W
+ 706 | INSERTED | MISSING: BIRTH_DATE |    7R    3W
+ 707 | INSERTED | VALID LINE |    7R    3W
+ 708 | INSERTED | VALID LINE |    7R    3W
+ 709 | INSERTED | VALID LINE |    9R    6W
+ 710 | INSERTED | VALID LINE |    6R    4W
+ 711 | INSERTED | VALID LINE |   15R   11W
+ 712 | INSERTED | VALID LINE |    7R    3W
+ 713 | INSERTED | VALID LINE |    5R    2W
+ 714 | INSERTED | VALID LINE |    9R    5W
+ 715 | INSERTED | VALID LINE |    6R    4W
+ 716 | INSERTED | VALID LINE |    9R    6W
+ 717 | INSERTED | VALID LINE |    5R    2W
+ 718 | INSERTED | VALID LINE |   12R    8W
+ 719 | INSERTED | VALID LINE |    6R    4W
+ 720 | INSERTED | MISSING: FIRST_NAME |    6R    4W
+ 721 | INSERTED | VALID LINE |   15R   13W
+ 722 | INSERTED | VALID LINE |   16R   13W
+ 723 | INSERTED | VALID LINE |   14R   10W
+ 724 | INSERTED | VALID LINE |   12R    8W
+ 725 | INSERTED | VALID LINE |   16R   12W
+ 726 | INSERTED | VALID LINE |   16R   13W
+ 727 | INSERTED | VALID LINE |   14R   10W
+ 728 | INSERTED | VALID LINE |    6R    4W
+ 729 | INSERTED | VALID LINE |   16R   13W
+ 730 | INSERTED | VALID LINE |   16R   13W
+ 731 | INSERTED | VALID LINE |   12R    8W
+ 732 | INSERTED | MISSING: LAST_NAME |    9R    6W
+ 733 | INSERTED | VALID LINE |    7R    3W
+ 734 | INSERTED | VALID LINE |   16R   13W
+ 735 | INSERTED | VALID LINE |   16R   13W
+ 736 | INSERTED | VALID LINE |   16R   12W
+ 737 | INSERTED | VALID LINE |   12R    9W
+ 738 | INSERTED | MISSING: BIRTH_CITY |   13R   11W
+ 739 | INSERTED | VALID LINE |   16R   12W
+ 740 | INSERTED | VALID LINE |   13R   11W
+ 741 | INSERTED | VALID LINE |    5R    2W
+ 742 | INSERTED | VALID LINE |   16R   12W
+ 743 | INSERTED | MISSING: BIRTH_DATE |    7R    3W
+ 744 | INSERTED | VALID LINE |    6R    4W
+ 745 | INSERTED | VALID LINE |    7R    3W
+ 746 | INSERTED | VALID LINE |   16R   13W
+ 747 | INSERTED | VALID LINE |   14R   10W
+ 748 | INSERTED | MISSING: BIRTH_DATE |   12R    9W
+ 749 | INSERTED | VALID LINE |   16R   12W
+ 750 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |    9R    6W
+ 751 | INSERTED | MISSING: BIRTH_DATE |    5R    2W
+ 752 | INSERTED | VALID LINE |    8R    7W
+ 753 | INSERTED | VALID LINE |    9R    6W
+ 754 | INSERTED | MISSING: FIRST_NAME |   16R   12W
+ 755 | INSERTED | MISSING: FIRST_NAME |   12R    9W
+ 756 | INSERTED | VALID LINE |   14R   10W
+ 757 | INSERTED | VALID LINE |    5R    2W
+ 758 | INSERTED | VALID LINE |    8R    7W
+ 759 | INSERTED | VALID LINE |   16R   12W
+ 760 | INSERTED | VALID LINE |    6R    4W
+ 761 | INSERTED | VALID LINE |   16R   13W
+ 762 | INSERTED | VALID LINE |    7R    3W
+ 763 | INSERTED | VALID LINE |   14R   10W
+ 764 | INSERTED | VALID LINE |   12R    8W
+ 765 | INSERTED | VALID LINE |   16R   13W
+ 766 | INSERTED | VALID LINE |   12R    9W
+ 767 | INSERTED | VALID LINE |    9R    5W
+ 768 | INSERTED | VALID LINE |    9R    5W
+ 769 | INSERTED | VALID LINE |    7R    3W
+ 770 | INSERTED | VALID LINE |    9R    5W
+ 771 | INSERTED | MISSING: BIRTH_CITY |    8R    7W
+ 772 | INSERTED | VALID LINE |    7R    3W
+ 773 | INSERTED | VALID LINE |    7R    3W
+ 774 | INSERTED | VALID LINE |   16R   13W
+ 775 | INSERTED | VALID LINE |    7R    3W
+ 776 | INSERTED | VALID LINE |   16R   12W
+ 777 | INSERTED | VALID LINE |    9R    5W
+ 778 | INSERTED | VALID LINE |    6R    4W
+ 779 | INSERTED | VALID LINE |   17R   12W
+ 780 | INSERTED | VALID LINE |    5R    2W
+ 781 | INSERTED | VALID LINE |   12R   10W
+ 782 | INSERTED | VALID LINE |    9R    6W
+ 783 | INSERTED | VALID LINE |   13R   10W
+ 784 | INSERTED | VALID LINE |   11R    7W
+ 785 | INSERTED | VALID LINE |   13R   10W
+ 786 | INSERTED | MISSING: FIRST_NAME |    7R    3W
+ 787 | INSERTED | MISSING: BIRTH_CITY |   11R    7W
+ 788 | INSERTED | VALID LINE |    6R    4W
+ 789 | INSERTED | VALID LINE |    5R    2W
+ 790 | INSERTED | VALID LINE |    6R    4W
+ 791 | INSERTED | VALID LINE |   13R   10W
+ 792 | INSERTED | MISSING: FIRST_NAME |    9R    8W
+ 793 | INSERTED | MISSING: LAST_NAME |   15R   11W
+ 794 | INSERTED | VALID LINE |   15R   11W
+ 795 | INSERTED | MISSING: FIRST_NAME |   13R    9W
+ 796 | INSERTED | VALID LINE |   13R    9W
+ 797 | INSERTED | VALID LINE |   11R    7W
+ 798 | INSERTED | VALID LINE |    5R    2W
+ 799 | INSERTED | MISSING: FIRST_NAME |    6R    4W
+ 800 | INSERTED | VALID LINE |   10R    5W
+ 801 | INSERTED | MISSING: BIRTH_CITY |    9R    8W
+ 802 | INSERTED | VALID LINE |    6R    4W
+ 803 | INSERTED | VALID LINE |    9R    5W
+ 804 | INSERTED | MISSING: BIRTH_CITY |    9R    5W
+ 805 | INSERTED | VALID LINE |    5R    2W
+ 806 | INSERTED | MISSING: LAST_NAME |    5R    2W
+ 807 | INSERTED | VALID LINE |    5R    2W
+ 808 | INSERTED | VALID LINE |   11R    7W
+ 809 | INSERTED | VALID LINE |   17R   13W
+ 810 | INSERTED | VALID LINE |   13R    9W
+ 811 | INSERTED | VALID LINE |   13R    9W
+ 812 | INSERTED | VALID LINE |    5R    1W
+ 813 | INSERTED | VALID LINE |   17R   14W
+ 814 | INSERTED | VALID LINE |   14R   12W
+ 815 | INSERTED | VALID LINE |   17R   14W
+ 816 | INSERTED | VALID LINE |    7R    2W
+ 817 | INSERTED | VALID LINE |   17R   14W
+ 818 | INSERTED | MISSING: LAST_NAME |    9R    8W
+ 819 | INSERTED | VALID LINE |    9R    8W
+ 820 | INSERTED | VALID LINE |    9R    8W
+ 821 | INSERTED | VALID LINE |    9R    8W
+ 822 | INSERTED | VALID LINE |   13R   10W
+ 823 | INSERTED | VALID LINE |    6R    4W
+ 824 | INSERTED | VALID LINE |    9R    6W
+ 825 | INSERTED | VALID LINE |   14R   12W
+ 826 | INSERTED | VALID LINE |    9R    6W
+ 827 | INSERTED | VALID LINE |   11R    7W
+ 828 | INSERTED | VALID LINE |   17R   14W
+ 829 | INSERTED | VALID LINE |   13R   10W
+ 830 | INSERTED | VALID LINE |    6R    4W
+ 831 | INSERTED | VALID LINE |    9R    6W
+ 832 | INSERTED | VALID LINE |    5R    2W
+ 833 | INSERTED | VALID LINE |   13R   10W
+ 834 | INSERTED | VALID LINE |   11R    6W
+ 835 | INSERTED | MISSING: BIRTH_CITY |   13R   10W
+ 836 | INSERTED | VALID LINE |    5R    1W
+ 837 | INSERTED | MISSING: BIRTH_CITY |   15R   11W
+ 838 | INSERTED | VALID LINE |    9R    6W
+ 839 | INSERTED | VALID LINE |   11R    7W
+ 840 | INSERTED | VALID LINE |   11R    7W
+ 841 | INSERTED | VALID LINE |   17R   14W
+ 842 | INSERTED | VALID LINE |   19R   15W
+ 843 | INSERTED | VALID LINE |   17R   14W
+ 844 | INSERTED | VALID LINE |    9R    6W
+ 845 | INSERTED | VALID LINE |   15R   11W
+ 846 | INSERTED | VALID LINE |   11R    7W
+ 847 | INSERTED | VALID LINE |   13R    9W
+ 848 | INSERTED | MISSING: FIRST_NAME |   15R   11W
+ 849 | INSERTED | VALID LINE |   15R   11W
+ 850 | INSERTED | VALID LINE |   15R   11W
+ 851 | INSERTED | VALID LINE |    5R    2W
+ 852 | INSERTED | MISSING: LAST_NAME |   19R   15W
+ 853 | INSERTED | VALID LINE |    9R    6W
+ 854 | INSERTED | MISSING: BIRTH_DATE |    6R    4W
+ 855 | INSERTED | VALID LINE |   13R    9W
+ 856 | INSERTED | MISSING: FIRST_NAME |    7R    3W
+ 857 | INSERTED | VALID LINE |    7R    3W
+ 858 | INSERTED | MISSING: BIRTH_DATE |    9R    5W
+ 859 | INSERTED | VALID LINE |   17R   14W
+ 860 | INSERTED | MISSING: LAST_NAME |    9R    8W
+ 861 | INSERTED | VALID LINE |    9R    6W
+ 862 | INSERTED | VALID LINE |   19R   15W
+ 863 | INSERTED | VALID LINE |   14R   12W
+ 864 | INSERTED | VALID LINE |   17R   14W
+ 865 | INSERTED | MISSING: LAST_NAME |   13R   10W
+ 866 | INSERTED | VALID LINE |   15R   11W
+ 867 | INSERTED | VALID LINE |    9R    8W
+ 868 | INSERTED | VALID LINE |    9R    8W
+ 869 | INSERTED | MISSING: BIRTH_DATE |   11R    7W
+ 870 | INSERTED | VALID LINE |    9R    6W
+ 871 | INSERTED | VALID LINE |   17R   13W
+ 872 | INSERTED | VALID LINE |    9R    8W
+ 873 | INSERTED | VALID LINE |    9R    5W
+ 874 | INSERTED | VALID LINE |    9R    6W
+ 875 | INSERTED | VALID LINE |    9R    8W
+ 876 | INSERTED | VALID LINE |   14R   12W
+ 877 | INSERTED | VALID LINE |   15R   10W
+ 878 | INSERTED | VALID LINE |   19R   15W
+ 879 | INSERTED | MISSING: FIRST_NAME |    7R    3W
+ 880 | INSERTED | VALID LINE |    9R    6W
+ 881 | INSERTED | VALID LINE |   15R   11W
+ 882 | INSERTED | VALID LINE |   14R   12W
+ 883 | INSERTED | VALID LINE |    5R    1W
+ 884 | INSERTED | VALID LINE |    9R    6W
+ 885 | INSERTED | VALID LINE |   17R   13W
+ 886 | INSERTED | MISSING: BIRTH_CITY |    5R    2W
+ 887 | INSERTED | VALID LINE |    7R    3W
+ 888 | INSERTED | MISSING: BIRTH_CITY |   13R   10W
+ 889 | INSERTED | VALID LINE |   14R   12W
+ 890 | INSERTED | VALID LINE |   19R   15W
+ 891 | INSERTED | VALID LINE |    6R    4W
+ 892 | INSERTED | VALID LINE |   13R    9W
+ 893 | INSERTED | VALID LINE |   17R   13W
+ 894 | INSERTED | VALID LINE |    5R    1W
+ 895 | INSERTED | MISSING: FIRST_NAME |   13R    9W
+ 896 | INSERTED | VALID LINE |    9R    5W
+ 897 | INSERTED | VALID LINE |    7R    3W
+ 898 | INSERTED | VALID LINE |   13R   10W
+ 899 | INSERTED | VALID LINE |   11R    7W
+ 900 | INSERTED | VALID LINE |   17R   13W
+ 901 | INSERTED | VALID LINE |    5R    2W
+ 902 | INSERTED | VALID LINE |   15R   13W
+ 903 | INSERTED | VALID LINE |    8R    4W
+ 904 | INSERTED | MISSING: FIRST_NAME BIRTH_CITY |    6R    2W
+ 905 | INSERTED | VALID LINE |    8R    4W
+ 906 | INSERTED | VALID LINE |    8R    4W
+ 907 | INSERTED | VALID LINE |   20R   16W
+ 908 | INSERTED | VALID LINE |   20R   16W
+ 909 | INSERTED | VALID LINE |   14R   11W
+ 910 | INSERTED | VALID LINE |   20R   16W
+ 911 | INSERTED | VALID LINE |    6R    2W
+ 912 | INSERTED | VALID LINE |    8R    4W
+ 913 | INSERTED | MISSING: BIRTH_CITY |   18R   14W
+ 914 | INSERTED | MISSING: BIRTH_CITY |   20R   16W
+ 915 | INSERTED | MISSING: BIRTH_DATE |   18R   14W
+ 916 | INSERTED | VALID LINE |    7R    5W
+ 917 | INSERTED | VALID LINE |    7R    5W
+ 918 | INSERTED | MISSING: BIRTH_CITY |   20R   16W
+ 919 | INSERTED | VALID LINE |   10R    6W
+ 920 | INSERTED | VALID LINE |   10R    9W
+ 921 | INSERTED | VALID LINE |   18R   14W
+ 922 | INSERTED | VALID LINE |   10R    6W
+ 923 | INSERTED | VALID LINE |    8R    4W
+ 924 | INSERTED | VALID LINE |    7R    5W
+ 925 | INSERTED | MISSING: FIRST_NAME |   20R   16W
+ 926 | INSERTED | VALID LINE |   16R   12W
+ 927 | INSERTED | VALID LINE |   18R   15W
+ 928 | INSERTED | VALID LINE |   16R   12W
+ 929 | INSERTED | VALID LINE |    6R    2W
+ 930 | INSERTED | VALID LINE |   18R   15W
+ 931 | INSERTED | VALID LINE |   16R   12W
+ 932 | INSERTED | VALID LINE |   10R    7W
+ 933 | INSERTED | VALID LINE |   10R    9W
+ 934 | INSERTED | VALID LINE |   18R   15W
+ 935 | INSERTED | VALID LINE |   10R    7W
+ 936 | INSERTED | VALID LINE |   18R   14W
+ 937 | INSERTED | VALID LINE |   16R   12W
+ 938 | INSERTED | VALID LINE |   20R   16W
+ 939 | INSERTED | VALID LINE |   10R    6W
+ 940 | INSERTED | VALID LINE |   10R    9W
+ 941 | INSERTED | VALID LINE |   10R    7W
+ 942 | INSERTED | VALID LINE |    6R    2W
+ 943 | INSERTED | VALID LINE |    7R    5W
+ 944 | INSERTED | MISSING: BIRTH_DATE |   16R   11W
+ 945 | INSERTED | VALID LINE |   10R    6W
+ 946 | INSERTED | VALID LINE |   20R   16W
+ 947 | INSERTED | VALID LINE |    6R    1W
+ 948 | INSERTED | VALID LINE |   14R   11W
+ 949 | INSERTED | VALID LINE |    6R    3W
+ 950 | INSERTED | VALID LINE |   14R   11W
+ 951 | INSERTED | VALID LINE |    6R    2W
+ 952 | INSERTED | VALID LINE |   18R   15W
+ 953 | INSERTED | VALID LINE |   14R   10W
+ 954 | INSERTED | VALID LINE |    6R    3W
+ 955 | INSERTED | VALID LINE |    6R    1W
+ 956 | INSERTED | VALID LINE |   14R   11W
+ 957 | INSERTED | MISSING: LAST_NAME |    7R    5W
+ 958 | INSERTED | VALID LINE |   14R   10W
+ 959 | INSERTED | VALID LINE |   14R   11W
+ 960 | INSERTED | VALID LINE |    8R    4W
+ 961 | INSERTED | VALID LINE |   15R   14W
+ 962 | INSERTED | VALID LINE |   21R   17W
+ 963 | INSERTED | VALID LINE |    7R    5W
+ 964 | INSERTED | MISSING: FIRST_NAME BIRTH_CITY |    6R    3W
+ 965 | INSERTED | MISSING: BIRTH_DATE |   17R   13W
+ 966 | INSERTED | VALID LINE |    6R    3W
+ 967 | INSERTED | VALID LINE |    8R    4W
+ 968 | INSERTED | VALID LINE |   15R   10W
+ 969 | INSERTED | MISSING: FIRST_NAME |    6R    3W
